Gene Name	Sample 1	Sample 2	Sample 3	Sample 4	Sample 5	Sample 6	Sample 7	Sample 8
KLF16	19.111053	18.336517	17.993618	25.203396	7.255784	17.77304	18.474525	17.786339
KLF17	15.71719	14.506814	14.960639	26.302217	26.872066	17.473267	37.24466	13.672788
KLF2	160.10017	116.73516	303.05392	288.47165	314.83316	150.74811	348.22604	123.8166
KLF3	30.065502	24.00843	39.239098	24.195461	52.142166	24.039978	22.308641	22.996704
KLF4	26.29751	37.112106	131.12115	32.68221	156.87827	28.664913	61.77627	13.5385065
KLF5	3.7293327	3.9295654	418.78845	93.7452	716.78955	10.337629	137.1508	8.148665
KLF6	186.72287	187.42543	463.50305	281.8479	469.98087	177.766	466.45557	130.27966
KLF7	48.938435	60.22389	29.944757	29.785652	40.145454	64.48625	35.28111	50.06797
KLF8	2.0121956	1.7317082	12.345069	3.0377355	27.75149	7.461714	2.7981765	1.0460114
KLF9	4.611149	3.7580416	7.8052645	6.7045994	11.3297825	2.8465562	11.850615	15.735756
KLHDC3	98.59147	105.589096	148.41428	88.00763	104.18002	136.371	121.611374	218.11574
KLHDC9	66.80625	59.47628	33.881977	25.27539	77.0249	111.910034	61.541763	122.26581
KLHL1	6.4625974	14.635374	2.60911	20.644953	2.1472294	25.054255	2.2725523	8.689624
KLHL2	388.44717	410.62918	36.62595	78.07783	240.19899	339.10236	121.65523	214.33481
KLHL20	32.65415	57.25029	36.50134	45.956924	59.561718	62.81422	27.967701	45.63015
KLHL3	1.8921508	3.8623555	11.647714	2.0745287	1.4933388	1.6603621	8.737411	1.2538583
KLK10	2.0394359	4.6799927	459.17703	63.255157	212.45673	18.208376	42.35411	38.816734
KLK11	2.9082358	4.2074585	530.5922	40.063347	717.6754	8.826592	680.75555	3.5347912
KLK12	22.335503	23.930464	236.48851	22.652946	178.36488	35.36526	207.03688	23.671738
KLK13	21.285383	11.911765	633.01666	58.635025	277.0234	24.907286	48.87694	18.307447
KLK14	1.9475203	2.6187046	1.9057429	2.302526	1.6953018	3.2428842	1.8663281	0.95072305
KLK15	1.4270126	3.2373633	9.545405	7.227335	6.315723	2.6900811	1.5110533	1.5762823
KLK3	3.889863	2.9443948	1.7529129	3.3822308	13.845468	4.2074046	3.1943862	2.340924
KLK4	48.441967	30.89282	47.179592	49.70844	15.001438	16.402163	13.297035	29.221472
KLK5	9.341049	19.558737	25.021563	1.6088542	43.513252	16.114428	15.975209	12.919406
KLK6	639.0122	748.69293	215.16812	41.114174	207.72783	445.94113	22.0071	361.22092
KLK7	7.1448283	11.747879	47.038494	8.955423	21.655386	8.675724	3.2738745	14.384635
KLK8	11.821227	6.232693	26.792036	5.8431883	8.241086	12.626716	14.253222	0.9992179
KLKB1	31.714647	30.99744	3.4347	3.7026963	9.209073	10.133853	13.852093	21.694786
KLKBL4	2.744114	2.911639	3.1740808	7.0242667	2.0915558	1.342671	3.2167609	1.947996
KLRA1	13.96359	4.7103	10.216514	8.960853	7.363649	7.731426	3.2161217	4.1096635
KLRB1	1.7323835	8.636732	20.281548	103.25522	42.65763	27.244658	20.789726	6.341536
KLRC3	31.271059	42.98121	2.6292303	2.419508	1.4830616	7.228821	6.5739036	12.476774
KLRC4	5.9521513	9.56206	4.9953294	6.510793	6.224713	6.25718	6.3629065	5.2582583
KLRD1	11.789974	9.27037	5.34426	13.280375	20.63851	8.810119	2.1550152	2.371763
KLRF1	2.5014617	8.939793	1.5661942	6.470229	5.427849	0.22573526	7.363738	8.992116
KLRG1	22.363737	24.139576	13.922362	46.4197	27.250076	26.336538	34.48666	20.615608
KLRK1	29.280727	24.847626	53.6399	95.2381	27.362368	18.725023	26.54717	22.101675
KMO	15.876758	8.190181	4.8878117	56.633823	5.7803345	10.135248	9.342596	19.489052
KNDC1	79.69544	109.57039	4.90812	16.33612	20.337158	95.55934	7.2998314	68.281105
KNG1	2.7199204	1.4199699	2.1198847	3.0072155	11.010939	1.9463558	2.26565	9.232643
KNTC1	15.814571	13.982223	12.843326	69.960464	24.668016	19.328234	9.812391	6.73149
KPNA1	68.880196	84.2331	83.48027	56.033024	49.59963	64.80546	81.13743	63.79603
KPNA3	214.35675	256.13815	351.94556	141.45624	188.7368	283.62054	270.21246	218.4626
KPNA4	24.058357	28.821434	49.791103	40.627884	52.680004	26.68899	26.210236	6.2525115
KPNA5	10.182491	18.166206	4.9055843	9.605612	14.6665325	25.161777	6.7863684	8.311466
KPNA6	123.492256	182.27292	174.62595	203.06668	128.51265	154.28375	189.42297	208.8606
KPNB1	357.13577	421.23935	397.04648	593.1125	426.6687	414.5938	382.36636	311.1439
KPTN	17.157875	32.018406	21.93612	30.994108	30.177513	34.420475	21.248024	29.04665
KRAS	0.24044025	2.7517025	0.19649632	2.6459267	5.195845	1.1342502	0.3414672	0.070740335
KRBA2	44.10846	41.57841	57.279312	33.69782	41.4553	54.450684	82.87181	26.187426
KREMEN1	9.494206	12.252154	20.679688	15.254008	30.572266	22.683495	14.02691	12.517144
KREMEN2	5.6042686	5.805885	7.683466	5.5808115	2.5372584	10.433619	5.5282474	9.623785
KRIT1	58.223225	61.84435	30.112553	39.23757	54.27811	89.56024	29.501028	42.10434
KRR1	58.033222	88.00379	88.21182	98.27171	88.97504	63.781155	131.77988	65.99561
KRT1	16.822592	19.242144	162.6092	19.582382	89.83222	8.457447	5.063463	2.5112996
KRT10	218.36023	216.43019	437.54526	212.81223	746.6817	226.4216	217.56511	144.92926
KRT12	0.88407767	1.6548299	2.143971	0.51981765	11.595467	0.58772856	1.6285851	0.7311076
KRT13	12.285433	6.7056017	7068.5186	2011.8269	7595.2075	7.7328877	1168.6569	10.641543
KRT14	1.5742393	7.643729	5734.049	873.6898	4736.6904	6.759544	1601.5756	0.4236255
KRT15	0.76957047	1.1826336	1624.5399	158.7558	1756.5048	2.2828336	113.25228	1.0832999
KRT16	0.88269424	2.2627301	1437.605	83.48836	434.3631	0.97236234	23.477608	1.0675915
KRT17	2.5791447	1.6886193	160.37842	31.92353	183.51027	2.5627613	228.36588	3.0316238
KRT18	28.017227	32.41927	100.291214	74.10436	752.158	91.536415	553.4625	155.58206
KRT19	2.247129	2.3742251	5.333233	1.3182894	2.8154716	1.661744	2.1539183	2.0429597
KRT2	24.14296	22.775803	55.027977	52.092144	24.818438	16.923794	19.20901	22.106506
KRT20	12.326924	13.531373	10.198505	11.62057	7.19428	8.083853	15.058996	25.505957
KRT25	21.652178	14.806781	11.238299	8.638842	22.89592	19.539778	14.072368	10.900162
KRT27	0.57651734	8.163127	1.4440527	3.5999477	2.5688875	1.6352493	0.82481045	3.3279648
KRT3	14.374998	8.89372	5.641685	2.3621252	13.583851	5.0759134	12.03885	9.041261
KRT31	13.684416	11.419304	64.060715	13.355031	60.623535	10.565902	24.123112	8.477884
KRT32	7.4415236	14.415624	25.461094	3.5784793	15.48175	5.5280185	7.2511168	13.128038
KRT34	1.9160961	1.4863751	2.4256926	0.8966834	0.85148716	1.8110754	0.9583048	0.5516714
KRT35	1.7512139	1.1565695	4.707114	13.755696	2.63077	8.994196	1.8638427	2.4312189
KRT4	7.9005575	4.444365	5927.597	1266.557	6155.106	3.7171597	1329.0951	2.694938
KRT5	10.875297	3.3094904	4374.259	1228.2596	4947.147	10.666314	677.85205	1.4562201
KRT6A	5.231068	1.6572609	5199.7017	786.9638	5086.1963	20.396942	114.499214	3.5117767
KRT6B	2.5977337	1.4756261	3995.3372	477.33704	4412.9277	4.4342375	48.63553	3.4144201
KRT7	32.641285	38.512707	49.93537	29.164257	72.714615	38.284817	43.58765	33.875465
KRT71	2.3395104	7.742905	6.977828	15.612197	3.8881826	7.776635	9.883272	1.3116504
KRT76	1.3871022	6.027112	163.08409	10.141523	223.00716	1.5850215	1.3656398	6.9399343
KRT8	32.746986	28.174854	76.68114	65.526634	235.24785	22.77625	212.13214	33.800877
KRT81	7.711998	1.1608475	4.6765537	4.133325	21.807997	8.428575	5.756546	3.478951
KRT83	24.714266	15.467933	3.408787	3.6323054	4.8433104	12.378347	8.875996	3.4205863
KRT85	25.211744	26.884565	43.696953	22.605608	4.7929897	10.608757	29.551966	23.030388
KRT9	3.3360767	7.008709	20.23397	15.240284	27.663502	14.258824	19.463732	17.942852
KRTAP5-9	2.5356002	1.9402956	1.9049631	1.7874403	1.8391439	1.6989088	1.5935146	2.015281
KRTDAP	3.6086688	2.2882845	1431.8102	20.916363	254.71416	1.8194073	0.7701138	2.0245142
KSR1	3.8418891	2.8654459	10.157131	14.247159	7.397487	12.172728	12.180052	9.815839
KSR2	12.22118	14.891205	6.494935	12.900425	11.157555	8.9126215	8.299327	6.585192
KTN1	380.80203	485.1747	452.75974	449.03363	589.5771	396.80792	541.67615	331.02655
KY	2.674593	1.6882107	2.0731208	2.6077762	3.6420176	2.2435074	8.125407	1.0378163
KYNU	25.308577	31.60334	97.36072	67.080956	42.208347	38.704254	13.838783	32.65463
L1CAM	37.42256	129.52786	27.413193	27.315187	20.539637	212.01808	28.389133	240.97633
L2HGDH	25.50953	30.108437	31.710854	15.977595	35.035805	35.561424	27.176691	13.645953
L3MBTL	10.345127	23.113518	4.0249133	23.912115	26.641705	28.059834	4.3104014	14.002445
L3MBTL2	25.871847	34.708416	23.312294	31.481062	10.862624	23.613335	26.2511	28.249369
L3MBTL3	11.077822	18.170599	25.612726	57.474792	43.265892	32.18606	35.75452	17.729416
L3MBTL4	18.337122	27.185541	18.492634	13.758227	3.4696982	22.215096	12.192882	15.0339775
LACRT	3.3003898	4.1218414	4.8970885	1.1470932	4.165599	3.3121595	3.6926498	4.188417
LAG3	2.4738164	0.8180666	14.648827	31.071789	6.8445287	9.795524	2.831149	0.8904523
LAIR1	15.283647	2.0488358	1.3712302	11.740829	1.9397016	1.8519611	1.4587293	2.434299
LALBA	1.20885	9.460242	2.2984242	13.811244	3.5978787	5.665795	7.444472	14.491574
LAMA1	6.549753	1.7164398	5.0093026	1.934879	2.7721515	3.0047631	3.1220891	1.0086259
LAMA2	34.591164	32.55657	60.096584	14.476689	69.5473	24.352953	92.952385	14.30025
LAMA3	13.852304	22.393944	15.290342	9.034753	13.707127	23.346478	19.206238	15.689563
LAMA4	42.727356	57.985786	33.489212	20.184092	81.221794	67.11366	66.71804	23.84853
LAMA5	59.27297	63.383495	123.37137	80.71444	147.1998	62.357082	98.367676	32.698338
LAMB1	12.316954	15.620962	43.19939	14.715028	128.77283	17.577518	73.01767	10.888683
LAMB2	36.067085	37.00153	73.11363	38.48545	68.66082	32.494156	156.62138	23.206009
LAMB3	2.659035	19.670908	97.16531	29.58116	114.52369	4.255702	43.829304	1.2095395
LAMB4	7.4103017	6.1999917	23.955585	5.832608	15.120917	10.2090025	4.8985066	3.874167
LAMC1	23.666573	10.35437	41.058746	21.610613	93.03658	16.153292	83.590744	10.995022
LAMC2	12.298851	6.301668	15.973783	23.980898	36.461693	5.5136814	66.37293	15.12395
LAMC3	24.936739	25.87929	19.190042	14.162239	5.306783	22.301136	14.510794	11.89907
LAMP2	557.95886	567.6654	200.70125	118.69052	298.04507	492.41257	142.39754	347.30072
LAMP3	7.824255	0.9541737	25.535204	71.06141	18.243858	1.4900876	11.513301	1.7033176
LANCL1	98.90449	150.43936	39.540546	54.698524	63.757755	160.21912	43.47232	95.13866
LANCL2	30.419247	49.30509	38.57107	49.54349	36.07119	38.461803	33.238728	41.437134
LAP3	204.37666	198.12381	95.04374	379.09207	209.23727	150.42525	167.23352	143.30196
LAPTM4A	509.65085	520.0056	934.1338	601.532	1587.9033	598.83575	1060.3488	497.43216
LAPTM4B	59.03677	88.582306	42.051838	14.300229	55.07156	57.79133	31.84477	42.222572
LAPTM5	132.45645	151.3562	75.51978	686.03326	71.95502	94.6225	27.363842	77.252335
LARGE	0.98394203	4.1837163	7.443565	0.73164135	0.73964494	1.0610714	1.1260391	0.84709436
LARP6	331.31384	255.2252	47.397633	19.236902	41.735172	279.64844	121.965004	226.10641
LARP7	123.732765	112.29895	92.701454	139.4072	82.1744	126.96542	87.88334	81.33936
LARS	266.06512	151.11147	179.50389	312.51163	443.2087	148.42632	88.23125	139.29979
LARS2	22.742273	29.430025	23.003231	22.694775	35.34034	11.511262	26.685776	32.44237
LASP1	209.90324	288.13803	121.60812	440.05222	383.30737	216.81909	271.9029	222.49051
LASS1	98.9627	132.4715	3.7503552	1.5232948	2.7842984	86.28032	5.6459	55.91426
LASS2	617.5204	625.9843	117.24914	176.78357	225.06535	424.27472	120.838974	287.64105
LASS3	11.319798	5.491298	31.376654	11.995845	41.22169	8.930067	11.639813	1.5608845
LASS4	3.359934	17.424421	19.90484	20.777834	38.796158	4.2459455	8.425302	1.004145
LASS5	120.15441	167.04855	98.00965	134.68924	109.787865	140.50372	103.472115	112.84198
LASS6	75.41823	118.8225	102.85833	88.25396	137.597	125.175674	80.97393	136.10371
LAT2	27.470621	39.183372	15.746886	80.10301	13.670877	34.31775	24.842707	18.402212
LATS1	5.5257607	5.456376	3.8802803	2.260135	5.5393696	7.5817223	9.139474	0.81826127
LATS2	16.554808	14.8868265	2.9949765	3.5836396	3.6396942	4.6977086	4.7506323	4.9161606
LAX1	23.45089	27.53059	18.929848	150.88573	38.48456	24.11214	32.879406	20.393023
LBH	89.39128	143.40018	52.261368	523.7135	132.52069	148.91013	162.49725	81.23443
LBP	35.835747	47.86258	46.731094	40.847473	17.382336	26.47449	54.193928	26.631668
LBX1	0.40861928	0.7401658	1.4298086	0.42333347	1.2384086	0.71999675	0.6082106	0.33554476
LCA5	15.370664	12.163231	5.817019	1.718801	7.876065	12.141148	4.1910415	14.546191
LCAT	3.232268	2.4601085	1.4602221	1.787493	4.241661	2.4096103	5.0773687	0.79341435
LCK	1.7909566	13.962787	1.1695873	209.74554	25.396448	7.137813	6.458371	1.8599734
LCLAT1	53.552597	76.57805	84.84741	74.43471	147.34958	73.82214	76.15591	72.39312
LCN1	10.053762	28.603546	0.8805961	17.91368	9494.717	4.5740724	4480.271	5.008917
LCN10	12.019861	17.286335	25.937412	63.067196	38.269127	23.08755	35.88562	13.355952
LCN12	21.299189	30.728071	19.517889	15.977545	3.7084525	21.209705	9.290821	21.509151
LCN2	16.533426	8.13506	810.41504	114.426254	1426.2378	17.394365	154.87442	8.49165
LCN6	26.92609	6.982841	17.323635	22.502386	7.2985516	10.97824	18.27214	7.7380805
LCN8	3.2561686	5.4929442	12.9777565	2.3518257	16.035719	2.3922794	21.523325	14.660005
LCOR	145.34087	171.94437	96.65755	136.22122	141.9878	158.7432	134.30884	113.19813
LCORL	2.700862	13.644398	15.4707985	17.399975	15.413357	12.165355	1.8315824	15.373417
LCP1	35.442432	24.324022	7.913799	275.68262	20.538853	16.168144	33.456947	17.96586
LCP2	16.710268	16.690065	16.022945	138.07246	19.848896	21.333174	7.896982	33.214817
LCT	14.350374	22.672783	22.85223	17.69946	21.777733	13.304023	5.7087765	14.101394
LCTL	3.1422534	6.0687785	2.389296	5.3161917	1.2437915	4.8479223	1.5652299	4.7344275
LDB1	22.96324	36.070965	59.332943	56.838017	50.869457	31.168062	37.35885	21.554487
LDB2	22.956486	27.79812	52.614105	17.831125	41.626434	40.31983	45.113	38.465706
LDHA	438.81384	701.7593	2150.506	1118.0615	1787.9194	1179.074	966.45624	1095.9812
LDHAL6A	2.9114254	3.1701167	12.690629	2.5530722	27.746452	17.115948	15.862947	2.101422
LDHAL6B	7.1836543	6.243487	2.102335	2.7233608	10.008712	11.458237	8.307036	9.710248
LDHB	1528.8638	1766.9224	827.12103	792.59766	620.9988	1852.8007	921.60876	1998.0541
LDHC	6.0496526	1.1940701	2.4811435	7.6302643	17.087044	2.8068557	1.4628354	8.625868
LDHD	17.839138	15.398294	15.9649	3.6883214	2.1100304	28.982365	41.134453	10.373845
LDLR	34.211834	10.384086	22.068905	2.638124	51.662853	52.08382	21.30689	13.096956
LDLRAP1	95.614075	127.988106	10.262895	56.966335	99.53232	111.346565	97.07553	50.420807
LDOC1	276.47385	258.8547	105.166405	55.134308	198.77426	320.44525	152.34268	271.7706
LEAP2	19.269571	27.737568	26.834234	26.024168	26.213999	28.17105	25.493332	16.92231
LECT1	32.703377	24.975597	14.323633	12.115833	63.78438	24.188623	29.375038	16.307762
LECT2	2.111208	2.3714736	3.2258437	2.9747334	10.507468	2.6906023	5.60019	2.316174
LEF1	15.053516	29.47084	15.635725	40.377335	9.114445	21.010347	8.345153	4.8253465
LEFTY1	9.1397	20.68564	8.980024	14.04755	35.547844	19.206131	3.3105335	15.937095
LEFTY2	22.90057	29.269396	23.607077	6.366388	33.042793	15.157399	18.75777	5.8457336
LEMD3	113.68078	163.68076	92.15206	146.61305	186.60492	221.20033	64.17094	174.75069
LENG9	5.191275	10.835065	2.9451401	13.14538	19.723608	5.2243013	6.8214784	11.886634
LEO1	38.057266	57.83925	29.35463	41.38994	75.293945	63.78963	55.955906	54.750282
LEP	2.4963691	6.4549084	13.633111	16.14405	3.2062335	0.59908706	1.7181665	0.6276956
LEPR	28.385536	30.622965	55.837032	25.517633	48.78408	27.03466	25.736076	24.08872
LEPRE1	25.593826	54.546352	36.93407	58.861256	52.513012	44.866867	64.90329	32.24177
LEPREL1	22.074873	5.9781218	28.978746	0.6872466	15.169705	27.263958	3.7757425	6.0070086
LEPREL2	1.6793095	2.1636522	28.544329	3.8201032	15.190264	6.6095133	43.547592	5.670538
LETM1	30.82504	37.78942	45.698303	25.291409	37.015583	28.705482	32.543327	28.541512
LFNG	8.361562	0.93200886	2.5097923	2.1990643	12.130863	3.74022	2.8596845	2.1768992
LGALS1	475.7901	933.4805	678.56934	146.92213	648.19305	1292.6819	1073.5891	1071.3878
LGALS12	14.897468	10.5308895	2.2202415	1.9493496	2.5009835	9.177954	2.3230698	2.1204488
LGALS3	10.995846	1.3843304	62.99267	37.87907	52.010086	8.13947	55.64414	7.483729
LGALS3BP	272.36728	332.30853	180.06465	104.37874	374.27304	209.41144	312.1089	116.11988
LGALS4	1.3519444	8.91734	17.249868	14.8971615	8.499968	13.021873	4.7929454	111.20566
LGALS9	35.096035	32.760925	21.519945	68.2641	30.241241	7.5640235	34.29339	28.078596
LGI1	26.019234	69.141205	6.2006106	1.7082672	10.782506	302.37238	18.652111	379.17807
LGI4	84.63403	77.38997	24.72314	5.9309926	18.16239	47.617138	47.89683	35.414776
LGMN	22.663054	10.807224	94.59038	93.281456	152.54262	83.794655	129.26163	72.227615
LGR4	39.944714	46.53169	35.728878	11.658403	114.44948	51.47338	22.401575	44.81264
LGR5	29.776274	21.71594	19.41923	1.5763161	2.3533823	17.110977	15.859207	13.8072605
LGR6	14.34988	40.235523	46.030533	23.19684	68.659805	38.196213	55.73985	48.520184
LGTN	112.0331	74.23889	111.858444	138.13412	188.27998	71.16108	151.4408	53.517246
LHB	39.21679	29.666788	31.765217	40.361443	35.73911	28.294407	43.9397	27.690508
LHCGR	4.565075	1.9849495	0.5065715	0.16919658	2.9094796	0.7834973	0.6239841	6.8053384
LHFPL5	2.3614445	2.6349068	1.4376954	0.93008745	1.9545461	1.75108	11.656406	0.7609979
LHPP	415.81772	333.9051	22.950968	38.720745	35.27561	242.91452	31.46492	103.46509
LHX1	1.7531207	3.5338821	5.1854086	1.7830176	6.514901	14.214713	1.07026	7.597158
LHX2	5.4218082	18.989735	1.2428764	0.6260958	1.8057106	1.3665928	0.975651	1.3019415
LHX3	29.970984	26.656738	27.967882	29.115501	33.626106	22.085733	36.33301	27.453209
LHX4	1.1378753	0.64895844	0.8912191	0.86743605	1.1051261	1.3122623	2.0531487	0.8867989
LHX5	1.3838283	0.73782146	2.4522943	1.4854676	0.9765182	1.5383662	1.580494	3.1903522
LHX6	22.322021	15.776164	32.68179	4.647217	16.987015	26.747171	36.06938	18.042368
LHX8	0.26139042	0.21938998	5.3537893	7.2025876	1.1867541	0.92050755	2.6059577	0.5672928
LHX9	9.849904	21.181816	12.668019	8.971357	12.749327	2.7753088	2.0332537	11.086771
LIAS	25.302036	47.59049	31.72648	32.54074	38.259296	64.11828	62.35919	32.533844
LIF	23.592026	15.909214	14.031786	24.55012	21.532375	2.914992	20.847664	12.559106
LIFR	17.111376	19.112518	14.590481	13.183849	6.3305483	29.12016	19.168486	19.695898
LIG1	5.6691732	34.32116	22.289742	99.70079	21.02428	51.2824	22.315119	37.05352
LIG3	2.9047568	7.0815916	8.087121	2.349688	4.896678	8.987246	1.3489075	1.7007648
LIG4	18.588974	35.08086	6.2348876	24.783072	18.996609	62.46054	7.795286	25.38694
LILRA1	5.0359306	13.1911125	14.99948	12.183705	16.37052	1.6024086	9.904373	9.863415
LILRA2	27.92948	18.752287	6.0147047	4.6469064	0.34178355	24.500248	10.0540495	10.198118
LILRA3	2.2751904	2.1866038	1.0193596	1.9534178	1.7756252	4.590074	2.3486507	1.9032345
LILRA4	29.01668	29.056232	29.839617	24.164852	37.59056	39.67822	2.1009388	15.331776
LILRA5	14.130335	30.65849	39.825146	28.649715	31.875717	17.38472	22.367945	17.413425
LILRA6	34.78423	30.345045	2.7209432	22.30097	20.338541	19.704529	1.6890996	11.17584
LILRB1	7.4210825	6.7869525	1.4493288	22.119825	1.8454994	1.6971146	2.3376956	8.1201315
LILRB2	7.410135	1.4672638	1.7847356	21.840927	6.7329698	1.9758327	6.4057736	1.818136
LILRB3	34.297985	15.739755	10.864165	15.026679	5.6626296	14.843919	6.0123296	29.060495
LILRB4	3.9613733	1.7509362	0.9635825	6.7438254	4.952017	0.5423749	8.67415	7.267181
LILRB5	8.8744	1.3071314	4.4232883	1.0638511	8.690334	2.336744	21.285385	0.65651345
LIM2	26.814123	3.7844417	1.8025285	2.8508043	13.093554	3.0806136	3.9017131	8.321696
LIMA1	140.86166	136.58302	152.70735	133.67258	281.56772	160.91989	146.01678	123.120094
LIME1	3.2405345	8.476395	12.270736	26.241554	30.060778	17.518824	15.561144	19.134077
LIMK1	1.4567531	1.2392516	15.68166	2.3499029	1.9098566	2.1246433	5.0342264	1.6182805
LIMK2	45.17234	67.3348	27.248741	43.137123	81.40205	41.189	53.024033	38.546513
LIMS1	9.628392	1.5699029	1.2786175	0.7056487	1.4359423	3.3858063	1.02872	1.0031768
LIN28	6.4755054	18.585108	10.849419	18.580729	4.556596	8.724138	14.11535	8.967756
LIN28B	2.0373888	5.945319	3.563645	7.4323735	11.418993	11.950413	1.8204365	10.306842
LIN54	3.0453575	1.2138096	10.241835	8.33501	12.51654	6.0722356	7.661711	10.33266
LIN7A	2.7826576	2.4340594	5.815844	2.3356705	4.428778	1.0062599	1.6375178	0.8188499
LIN7B	36.73538	65.99292	24.938282	13.235683	23.645535	90.864815	51.031895	68.50891
LIN7C	14.805798	20.893112	20.749098	12.986563	56.86915	24.856884	9.9865055	12.01299
LIN9	0.677275	1.4424576	1.9828663	0.27923974	3.7600634	0.54485965	0.81715924	0.68633264
LINGO1	52.809475	89.87997	2.1308265	11.080365	27.041977	71.01998	11.7011175	49.84199
LIPA	2.2242634	10.416837	5.120667	1.6514295	11.508411	21.26512	12.652703	3.5624783
LIPC	0.75409997	1.2686229	2.6614165	1.0004731	0.8490101	1.1797587	0.6670215	2.3511746
LIPE	67.61523	128.65173	52.92264	26.492462	27.582422	80.32251	44.48795	57.605034
LIPF	2.371099	1.5781467	9.784098	3.0807447	13.113964	14.223397	1.4338261	2.2470953
LIPG	9.377418	21.391392	4.096812	10.594983	7.3625326	10.179377	20.67645	13.042628
LIPH	1.5377929	2.2585902	27.967299	5.6255803	46.741158	8.518505	34.032127	1.8949599
LIPI	6.784598	5.1769514	9.112412	7.6158094	7.251089	5.4514327	6.235454	8.4421625
LIPT1	45.180725	40.386993	23.925547	48.824696	46.07233	47.947197	53.343414	24.951817
LITAF	5.9613547	2.514618	1.0024105	0.33799216	3.298907	4.4436345	4.127024	0.8033308
LLGL1	35.45309	35.339775	22.896725	8.753881	36.546062	12.558172	24.565321	13.97642
LLGL2	15.774841	4.658578	22.129206	24.39166	40.871643	6.0868526	26.851692	3.2568402
LMAN1	5.021824	4.983818	14.161946	9.487852	50.323826	4.664437	19.451664	1.632574
LMAN1L	6.2065134	4.21678	14.203423	1.8152235	1.4328038	5.09427	16.9194	5.9925895
LMAN2	53.243015	69.375755	130.02089	94.60617	182.58809	36.23729	184.54124	30.694155
LMAN2L	47.128887	51.33394	14.218696	27.570599	10.640881	27.27924	73.83763	10.122786
LMBR1L	48.854717	59.513817	81.88448	63.409813	79.160774	47.588	99.39087	46.386036
LMCD1	51.43739	75.6555	285.4816	46.04996	184.40388	66.68144	450.0888	39.07163
LMLN	12.900101	20.680399	7.7141023	11.647769	17.869698	18.687143	9.739908	18.621426
LMNA	61.260216	39.908146	236.46696	74.33734	281.54523	32.888607	133.96707	33.852703
LMO1	11.448534	10.434619	22.868752	9.782158	8.094248	14.4354315	24.16778	12.197701
LMO2	141.67229	229.73997	91.07975	253.01953	183.94002	216.94627	101.45086	134.33952
LMO4	28.98786	27.144901	46.68528	51.079693	64.490486	43.901855	39.816956	30.332813
LMO7	3.3901186	23.591942	92.80331	13.324327	50.315834	7.0781417	156.06616	10.550553
LMTK2	9.387546	10.144997	10.546745	7.344279	15.977153	20.067827	12.018541	12.774408
LMTK3	12.544235	19.492924	14.892586	14.586704	11.538328	19.451887	10.865605	21.737919
LMX1A	4.3670254	0.71193767	21.28826	0.5777639	1.8679211	3.7818837	7.1494327	11.56861
LMX1B	2.5318787	2.3190327	2.5837557	1.386494	1.5422703	1.6877359	3.997065	1.826912
LNPEP	9.349849	10.783486	17.860022	18.902584	10.527007	14.859585	15.555499	9.48214
LNX1	22.422003	49.692295	59.051872	19.700981	125.76981	57.818214	50.837482	34.41732
LOC100128510	131.11034	174.91493	115.992455	183.80069	171.09558	173.0401	180.72119	119.55965
LOC100129633	7.968513	10.827719	32.14791	8.175487	7.513415	8.029464	6.414114	21.23187
LOC100129837	23.318008	17.526756	17.412086	30.564156	22.74707	16.65465	18.536503	13.532691
LOC100130100	1.8932866	1.2572967	20.352598	2930.6685	2886.3457	3.2765696	408.89865	17.425459
LOC100130354	0.592504	1.2176389	7.783956	0.5882719	1.2852287	1.7655855	2.055973	0.59731185
LOC100131017	1.1259935	0.45370987	2.2090425	1.8799932	0.7088101	1.0516514	1.2812539	0.5470073
LOC100131509	0.5093882	3.339965	1.4299259	0.77743614	5.2363205	1.816876	0.76536304	0.49688983
LOC100132178	0.97639847	3.2918901	1.8597867	1.6997807	1.4307628	1.3456135	1.6298752	5.3566937
LOC100133315	6207.7456	7095.6675	5355.9873	4803.3296	6791.9683	6663.3564	6277.208	5483.1367
LOC134466	18.575706	27.59763	12.932657	9.361536	23.110994	20.199627	13.916222	13.824037
LOC136242	12.165218	14.157496	14.030325	16.66498	11.457292	22.259418	12.222644	10.135929
LOC138652	4.706978	8.790237	3.822076	7.347114	2.58683	3.6883423	3.4299312	6.4659405
LOC146429	1.931461	13.907801	2.754468	2.8340297	10.922799	16.829268	15.864259	3.3624952
LOC150763	18.57178	32.549065	3.7462964	12.047825	2.1299314	3.7686653	31.54827	11.475322
LOC151162	212.30772	282.71155	56.258743	166.1323	125.05752	362.58817	89.767044	392.51996
LOC152586	10.4899845	3.9435732	13.053556	7.429187	4.7794123	6.470754	9.285015	12.152183
LOC153328	34.097626	28.219948	12.128365	21.244902	10.420128	31.7811	29.33371	29.430248
LOC158381	0.2893148	0.88524866	7.438786	5.164999	6.657179	1.6551255	0.42449847	0.4096192
LOC170082	4.6262417	19.650164	11.990979	18.135248	10.135284	12.829456	10.780052	14.785887
LOC200383	0.30924088	2.757912	3.3141103	1.4105104	3.7346103	1.5830919	1.7412118	1.7657675
LOC201175	0.60949636	1.3248342	0.73733187	1.1906468	1.8459402	2.2390609	1.2620038	2.9139538
LOC202051	153.40211	117.27317	182.62805	218.35576	186.84256	136.72908	160.37053	147.70764
